Plant types,Sites,Age(years),Shoot mass(g),Actual stand density(no./m2),Ann.Rainfall (mm),Ann. Mean Temp.(oC),PET(mm),ALT.(m),LAT.(N  deg.),LON.(E  deg.),Reference
Boreal/alpine Picea-Abies forest,Yunnan,150,1568315.412,0.0279,497.24,8.191666667,971.18,3220,27.82,99.26,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,175,820738.9163,0.0406,477.61,7.791666667,973.65,3790,28,99.15,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,150,1830117.188,0.0256,461.96,4.175,894.28,3720,28.18,98.96,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,120,958783.7838,0.0222,419.82,5.383333333,925.86,3420,28.53,98.84,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,150,1307389.163,0.0203,409.52,6.4,963.75,4120,28.62,98.65,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,100,293812.1547,0.0543,381.11,5.883333333,932.19,4200,28.9,99.02,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,100,532511.5207,0.0434,592.66,7.25,962.25,3720,26.95,99.5,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,100,1655430.464,0.0151,592.66,7.25,962.25,3220,27.02,99.62,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,120,713703.7037,0.0459,569.56,9.466666667,1005,3240,27.1,99.44,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,100,743159.9229,0.0519,573.23,9.941666667,1020.14,3120,27.17,99.57,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,122,361670.0201,0.0497,647.18,11.725,1082.14,3880,26.8,100.2,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,120,369337.6068,0.0468,644.32,11.04166667,1081.87,3820,27.32,100.66,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,200,1609400,0.02,619.88,11.89166667,1100.7,3500,27.53,100.6,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,70,104375,0.088,597.7,5.966666667,952.58,4100,27.67,100.6,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,160,927662.8352,0.0261,552.34,8.616666667,994.13,3260,27.36,99.34,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,161,346129.0323,0.0651,572.27,11.01666667,1039.9,3559,27.1,99.2,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,105,830843.3735,0.0249,652.65,12.875,1053.94,3055,26.14,99.38,Luo 1996
Boreal/alpine Picea-Abies forest,Yunnan,155,719444.4444,0.0342,532.77,6.333333333,946.87,3200,27.7,99.7,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Heilongjiang,134,245800.464,0.0431,301.26,-3.441666667,616.2,500,52.3,124.7,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Heilongjiang,84,82694.3557,0.0939,297.99,-1.608333333,649.05,608,51.7,126.6,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Heilongjiang,93,171326.3525,0.0573,295.88,-6.05,569.98,560,52.7,122,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Heilongjiang,150,177015.625,0.064,278.28,-4.825,587.63,600,53,122.4,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Heilongjiang,53,55592,0.125,316.61,-5.308333333,576.35,900,52.6,124.2,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Heilongjiang,180,275730.5936,0.0438,338.25,-2.766666667,656.92,890,50.2,126.4,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Mongolia,130,150062.5978,0.0639,310.78,-5.141666667,618.04,832,50.8,121.5,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Mongolia,90,118527.9805,0.0822,262.93,-4.516666667,590.98,793,52.6,120.6,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Mongolia,171,313519.4175,0.0412,278.07,-4.691666667,599.83,633,52.2,120.8,Luo 1996
Boreal Pinus sylvestris var. mongolica forest,Mongolia,63,121023.622,0.0635,324.78,-5.35,614.98,700,50.4,121.7,Luo 1996
Temperate Pinus tabulaeformis forest,An'hui,18,25071.59353,0.2165,512.55,15.31666667,1038.38,400,32.6,118,Luo 1996
Temperate Pinus tabulaeformis forest,Sichuan,51,150119.0476,0.084,516.69,1.391666667,762.65,3200,33.22,103.84,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,60,150213.198,0.0985,569.02,10.1,874.16,1670,33.33,108.5,Luo 1996
Temperate Pinus tabulaeformis forest,Sichuan,40,136531.6456,0.079,473.24,3.758333333,811.49,3114,33.64,103.79,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,86,726910.299,0.0301,527.08,4.783333333,778.63,1520,34,107.3,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,36,24782.17822,0.101,349.23,10.34166667,1027.81,1589,35.43,112.12,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,53,52118.42105,0.076,378.13,8.85,982.27,1242,35.58,112.02,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,55,51844.66019,0.0824,350.41,9.85,1015.38,1150,35.6,112.08,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,28,21170.12448,0.1205,350.41,9.85,1015.38,1180,35.68,112.1,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,24,18602.29575,0.1481,333.78,10.8,1045.44,990,35.72,112.22,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,35,38312.5,0.064,334.6,10.33333333,1038.78,1120,35.75,112.17,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,28,15091.46341,0.0984,334.6,10.33333333,1038.78,980,35.77,112.28,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,59,103759.0361,0.083,335.99,9.633333333,1034.84,1350,35.95,113.11,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,45,36729.76501,0.1532,351.13,8.966666667,1001.42,1300,35.98,112.06,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,46,55933.80615,0.0423,330.15,10.14166667,1042.74,1200,36,112.4,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,67785.34923,0.0587,347.15,9.283333333,1003.22,1380,36.08,111.07,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,47,27900.5059,0.1186,333.24,9.566666667,1030.32,1100,36.17,112.29,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,38,52938.97883,0.0803,347.81,8.825,1014.51,1250,36.17,112.47,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,53,23432.16532,0.1113,318.85,9.916666667,1041.49,1150,36.32,112.16,Luo 1996
Temperate Pinus tabulaeformis forest,Shandong,23,22005.84795,0.171,365.95,13.325,1230.42,1000,36.4,117.2,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,60,58293.29962,0.0791,321.08,9.4,1038.84,1065,36.42,112.25,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,33,42100.13908,0.0719,325.9,9.233333333,1036.73,1332,36.42,112.47,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,60,80496.82875,0.0946,345.16,7.975,990.6,1900,36.43,111.87,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,29,18466.80356,0.1461,343.08,7.983333333,990.25,1550,36.45,111.22,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,40,19546.28613,0.2733,323.58,9.066666667,1017.27,1440,36.45,111.36,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,79415.48183,0.0633,327.45,9.091666667,1030.08,1135,36.45,112.29,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,52858.67238,0.0934,327.45,9.091666667,1030.08,1130,36.47,112.41,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,45059.88024,0.0668,327.45,9.091666667,1030.08,1210,36.48,112.43,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,26297.61905,0.084,325.9,9.233333333,1036.73,1250,36.48,112.45,Luo 1996
Temperate Pinus tabulaeformis forest,Shandong,27,24381.21767,0.2513,399.58,10.71666667,1119.69,680,36.5,118.2,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,45,119256.8449,0.0767,323.53,9.091666667,997.8,1153,36.5,109.4,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,45,39621.02689,0.0818,321.08,9.4,1038.84,1197,36.52,112.18,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,30,41360.85627,0.0654,325.9,9.233333333,1036.73,1300,36.52,112.54,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,50,44533.58209,0.1072,327.45,9.091666667,1030.08,1260,36.53,112.3,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,36,95015.57632,0.0321,327.45,9.091666667,1030.08,1345,36.53,112.43,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,46,28928.1642,0.0877,327.45,9.091666667,1030.08,1290,36.55,112.41,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,37,45122.8978,0.1546,343.08,7.983333333,990.25,1650,36.58,111.2,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,50,69368.93204,0.0412,327.18,9,1026.67,1450,36.58,112.1,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,59,111553.1335,0.0367,357.23,7.008333333,971.47,1550,36.6,112.07,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,29,23298.96907,0.1358,328.82,8.675,1022.44,1207,36.6,112.34,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,38,28696.45043,0.1634,344.92,7.375,978.74,1580,36.63,111.22,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,123793.7743,0.0514,357.23,7.008333333,971.47,1680,36.63,112.07,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,41,22604.3956,0.091,328.82,8.675,1022.44,1251,36.63,112.34,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,73208.95522,0.0938,357.23,7.008333333,971.47,1800,36.65,112.1,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,45,45636.85637,0.1107,329.52,8.525,1017.58,1210,36.65,112.27,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,94808.87793,0.0811,357.23,7.008333333,971.47,1790,36.7,112.07,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,50,169798.4887,0.0397,329.52,8.525,1017.58,1804,36.7,112.12,Luo 1996
Temperate Pinus tabulaeformis forest,Shandong,15,9796.207189,0.3533,390.17,12.26666667,1105.29,250,36.7,121.1,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,25,7821.537738,0.8506,357.23,7.008333333,971.47,1445,36.7,112,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,43,50056.899,0.0703,329.52,8.525,1017.58,1352,36.73,112.23,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,71,75178.75383,0.0979,337.67,7.841666667,1004.83,1352,36.77,112.34,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,36,22217.36415,0.1601,337.67,7.841666667,1004.83,1322,36.77,112.37,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,45,70834.93282,0.1042,336.46,7.775,1002.14,1810,36.78,112.12,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,43,83243.55972,0.0854,336.46,7.775,1002.14,1600,36.82,112.17,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,44,55143.16013,0.0943,337.67,7.841666667,1004.83,1527,36.82,112.34,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,68,95397.4122,0.0541,337.67,7.841666667,1004.83,1421,36.83,112.41,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,62,94908.46682,0.0874,313.35,9.55,1052.81,1610,36.85,113.04,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,39,32574.67994,0.1406,337.67,7.841666667,1004.83,1583,36.9,112.37,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,31107.44891,0.1517,337.67,7.841666667,1004.83,1470,36.9,112.41,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,38,32031.80212,0.1698,363.25,5.875,940.23,1820,36.92,112.04,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,57,18518.23708,0.1316,358.03,6.416666667,963.33,1600,36.92,112.3,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,66,79935.97951,0.0781,358.03,6.416666667,963.33,1680,36.92,112.39,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,36,32509.84252,0.2032,358.03,6.416666667,963.33,1720,36.93,112.35,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,52,37657.85609,0.1362,358.03,6.416666667,963.33,1819,36.97,112.3,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,61,118588.5167,0.0418,358.03,6.416666667,963.33,1781,36.97,112.35,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,46,50223.26675,0.0851,353.22,6.533333333,967.25,1850,36.98,112.28,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,36,37567.26457,0.0892,358.03,6.416666667,963.33,1813,36.98,112.37,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,41,48049.16733,0.1261,358.03,6.416666667,963.33,1820,37,112.3,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,51,62416.8798,0.0782,358.03,6.416666667,963.33,1670,37,112.35,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,15,3642.001409,0.7095,357.26,11.26666667,1103.85,240,37,120,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,46,31595.86682,0.0871,337.6,7.025,981.5,1690,37.02,112.33,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,41,44636.1186,0.0742,358.03,6.416666667,963.33,1865,37.02,112.37,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,46,59539.10615,0.0716,358.03,6.416666667,963.33,1630,37.02,112.42,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,62,71664.02536,0.0631,353.39,6.691666667,978.44,1600,37.12,113.45,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,51,66010.43025,0.0767,353.39,6.691666667,978.44,1856,37.18,113.52,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,24,17366.21196,0.3812,380.57,12.16666667,1110.53,275,37.2,121.7,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,40,26326.53061,0.196,332.27,8.6,100.86,1320,37.23,112.51,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,43,23414.46924,0.1479,321.49,6.75,983.94,1500,37.25,111.23,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,41,51158.90084,0.0837,356.59,6.225,966.65,1700,37.27,113.59,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,37,17808.21918,0.2409,321.49,6.75,983.94,1530,37.28,111.18,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,49,16256.3628,0.2161,321.49,6.75,983.94,1395,37.3,111.23,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,53,78056.07477,0.0535,356.59,6.225,966.65,1551,37.32,113.48,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,35,36768.29268,0.0984,350.77,6.55,978.51,1520,37.33,113.37,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,33,21213.0034,0.2061,321.51,6.85,988.85,1550,37.35,111.32,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,42,54573.91304,0.0575,356.59,6.225,966.65,1445,37.4,113.48,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,46,36355.55556,0.1125,339.74,6.816666667,982.14,1490,37.42,113.46,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,52,36837.02989,0.1037,313.92,6.975,993.44,1575,37.47,111.77,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,62,191558.0737,0.0353,288.49,8.525,1031.97,1650,37.47,111.81,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,55,60081.01852,0.0864,351.49,6.125,965.45,1430,37.47,113.31,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,65,68763.25088,0.0566,351.49,6.125,965.45,1590,37.47,113.35,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,53,112563.7181,0.0667,313.92,6.975,993.44,1595,37.47,111.7,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,72435.74051,0.0817,350.48,6.158333333,965.74,1641,37.47,113.28,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,50,71385.90203,0.0837,351.49,6.125,965.45,1582,37.47,113.33,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,74,126386.1386,0.0606,350.48,6.158333333,965.74,1600,37.47,113.27,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,64,165864.1975,0.0486,313.92,6.975,993.44,1620,37.48,111.75,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,61,206143.4978,0.0223,334.74,5.691666667,958.87,1750,37.5,111.59,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,61,267000,0.026,313.92,6.975,993.44,1680,37.5,111.72,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,55,33506.19195,0.1292,288.49,8.525,1031.97,1460,37.5,111.86,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,63,126100.4785,0.0836,313.92,6.975,993.44,1645,37.52,111.66,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,52,54391.40811,0.0838,314.63,6.475,986.12,1820,37.63,111.66,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,52,55546.42564,0.1217,314.63,6.475,986.12,1680,37.63,111.7,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,97202.12766,0.094,314.63,6.475,986.12,1424,37.63,111.75,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,50,39064.43071,0.1133,297.6,7.558333333,1012.23,1300,37.63,111.84,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,61,215660.0362,0.0553,343.41,4.733333333,938.48,1750,37.65,111.59,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,66,135156.25,0.0448,314.63,6.475,986.12,1575,37.65,111.63,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,90543.47826,0.0552,314.63,6.475,986.12,1300,37.65,111.73,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,54,105618.8605,0.0509,297.6,7.558333333,1012.23,1450,37.65,111.82,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,71,254978.7234,0.0235,343.41,4.733333333,938.48,1800,37.67,111.57,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,30,37240.07561,0.1058,284.71,8.383333333,1036.51,1230,37.67,111.97,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,33,46011.1576,0.0717,297.6,7.558333333,1012.23,1360,37.68,111.82,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,55,340840.5797,0.0345,318.02,6.133333333,978.32,1985,37.7,111.43,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,58,68546.14412,0.0791,314.63,6.475,986.12,1550,37.7,111.66,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,51,57049.74271,0.0583,314.63,6.475,986.12,1420,37.7,111.7,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,225737.7049,0.0549,343.41,4.733333333,938.48,1670,37.72,111.5,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,47,64047.93609,0.0751,297.6,7.558333333,1012.23,1600,37.72,111.86,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,47,48412.37113,0.0485,315.18,7.958333333,1017.07,1100,37.72,113.59,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,51,324315.0685,0.0146,343.41,4.733333333,938.48,1670,37.73,111.48,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,42,89004.52489,0.0663,343.41,4.733333333,938.48,1600,37.73,111.61,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,105385.7351,0.0687,314.63,6.475,986.12,1650,37.73,111.66,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,144937.0277,0.0397,314.63,6.475,986.12,1410,37.73,111.7,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,59,141666.6667,0.042,297.6,7.558333333,1012.23,1700,37.73,111.84,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,57,123323.486,0.0677,318.57,5.833333333,972.52,1940,37.75,111.64,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,59,64500.68399,0.0731,321.22,5.75,965.23,1560,37.75,111.79,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,66,128835.6164,0.0292,321.22,5.75,965.23,1400,37.75,111.82,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,66,95435.68465,0.0482,321.22,5.75,965.23,1550,37.75,111.86,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,55,86177.71509,0.0709,321.22,5.75,965.23,1555,37.75,111.91,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,41,30388.41343,0.1519,311.88,6.316666667,978.88,1750,37.78,111.95,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,98143.56436,0.0404,318.57,5.833333333,972.52,1740,37.8,111.7,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,38922.91447,0.0947,311.88,6.316666667,978.88,1580,37.8,111.98,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,42,43305.58859,0.0841,275.55,8.541666667,1036.51,1475,37.82,112.32,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,62,87267.20648,0.0494,333.38,4.741666667,941.25,1711,37.9,111.36,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,30,42419.51543,0.3013,332.66,4.908333333,950.37,1692,37.9,111.5,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,58,29265.3414,0.1157,279.45,7.783333333,1025.04,1497,37.92,111.98,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,27,20215.23179,0.1208,290.07,8.075,1027.11,1400,38.02,112.98,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,48,82659.27978,0.0722,304.43,5.716666667,977.76,1680,38.1,111.25,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,56,73986.84211,0.076,285.71,7,1002.54,1390,38.13,112.39,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,54,89314.58699,0.0569,312.58,5.275,968.36,1667,38.22,111.32,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,52,197475.0831,0.0301,314.26,4.775,954.64,1750,38.25,111.37,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,51,55142.85714,0.098,314.26,4.775,954.64,1940,38.38,111.43,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,31,23509.61538,0.1248,273.83,6.908333333,1007.82,1200,38.42,112.4,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,50,69172.55298,0.0991,310.65,4.608333333,951.39,1620,38.43,111.37,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,68,91550,0.08,310.65,4.608333333,951.39,1650,38.45,111.39,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,42,54709.51792,0.0809,318.02,3.816666667,929.19,1690,38.62,111.73,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,28,23315.8202,0.1713,297.21,5.225,967.47,1700,38.68,111.97,Luo 1996
Temperate Pinus tabulaeformis forest,Shanxi,51,60312.5,0.1024,310.09,4.375,948.67,1700,38.68,111.94,Luo 1996
Temperate Pinus tabulaeformis forest,Beijing,30,29742.37288,0.1475,287.81,11,1127.84,553,40.3,116.8,Luo 1996
Temperate Pinus tabulaeformis forest,Hebei,26,16173.81046,0.2543,392.1,9.141666667,1089.04,350,40.4,118.9,Luo 1996
Temperate Pinus tabulaeformis forest,Liaoning,95,80733.94495,0.1417,482.73,7.5,942.29,600,40.5,123.2,Luo 1996
Temperate Pinus tabulaeformis forest,Hebei,25,36823.22244,0.1533,342.95,8.691666667,1089.06,1100,40.9,117.9,Luo 1996
Temperate Pinus tabulaeformis forest,Hebei,42,63557.97101,0.138,352.2,7.675,1060.93,898,41,118.6,Luo 1996
Temperate Pinus tabulaeformis forest,Mongolia,36,28959.26256,0.3363,281.47,7.2,1045.87,1110,41.6,119.3,Luo 1996
Temperate Pinus tabulaeformis forest,Hebei,49,155121.6023,0.0699,272.02,4.041666667,957.55,1140,42,117.3,Luo 1996
Temperate Pinus tabulaeformis forest,Mongolia,35,49548.24317,0.1793,208.74,7.341666667,1052.11,843,42.27,118.97,Luo 1996
Temperate Pinus tabulaeformis forest,Jilin,30,26265.47162,0.2343,372.29,2.741666667,758.83,560,42.6,129.5,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,181,577851.8519,0.027,330.81,3.425,795.3,400,44.7,129.7,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,124,429543.9739,0.0307,328.98,2.741666667,734.78,378,46.5,131.8,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,191,612085.1064,0.0235,384.42,2.733333333,725.68,264,46.3,133.5,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,204,719800,0.02,345.43,3.375,737.4,240,45.8,132.9,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,238,389475,0.04,338.19,2.683333333,763.28,600,44.5,130.2,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,173,187734.139,0.0662,415.79,0.816666667,756.69,400,44.3,128.5,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,227,379549.5495,0.0444,336.56,3.933333333,813.2,514,44.3,129.4,Luo 1996
Temperate mixed coniferous-broadleaved forest,Heilongjiang,185,301820,0.05,417.82,-0.383333333,706.99,403,48.1,129.3,Luo 1996
Temperate mixed coniferous-broadleaved forest,Jilin,150,209528.1307,0.1102,415.29,2.616666667,790.24,650,42.42,128.2,Luo 1996
Temperate mixed coniferous-broadleaved forest,Jilin,166,503295.1945,0.0437,404.72,2.6,787.13,770,42.5,128.33,Luo 1996
Temperate mixed coniferous-broadleaved forest,Jilin,145,440496.614,0.0443,406.21,3.025,802.44,696,43.3,128.2,Luo 1996
Temperate mixed coniferous-broadleaved forest,Jilin,146,171600.5666,0.0706,512.48,3.35,822.76,600,42.3,127.2,Luo 1996
Temperate mixed coniferous-broadleaved forest,Jilin,110,222315.0358,0.0838,453.07,1.308333333,760.47,675,42.4,128.1,Luo 1996
Temperate typical deciduous broadleaved forest,Beijing,61,77601.03181,0.1163,276.88,6.925,1017.04,1365,39.97,115.43,Luo 1996
