Species,SpCode,Form,Regression,BSD,Ht,Spread,Canopy.diam.NS,Canopy.diam.EW,DryMassForm,DryMassSpecies,DryMass
33,LATR,Woody,33,9.5,301,288.5,310,267,7126.160642,8069.840814,8069.840814
33,LATR,Woody,33,4.5,177,157,152,162,1325.497308,1538.732302,1538.732302
33,LATR,Woody,33,9,184,202.5,219,186,3760.574104,3998.750631,3998.750631
33,LATR,Woody,33,35.5,261,341.5,422,261,33040.1416,30943.39578,30943.39578
33,LATR,Woody,33,12,225,263,271,255,7418.193993,7798.662353,7798.662353
33,LATR,Woody,33,3.5,163,176,190,162,1140.780645,1337.883687,1337.883687
33,LATR,Woody,33,11,292,396,381,411,12059.4346,13152.2419,13152.2419
33,LATR,Woody,33,8,145,166,182,150,2426.576344,2533.57136,2533.57136
33,LATR,Woody,33,8,161,176.5,204,149,2700.881036,2863.767448,2863.767448
33,LATR,Woody,33,8,238,182.5,169,196,3180.827428,3605.343185,3605.343185
33,LATR,Woody,33,6,267,236,266,206,3333.209269,3941.408479,3941.408479
33,LATR,Woody,33,15.5,308,404.5,344,465,17994.28069,18996.40208,18996.40208
33,LATR,Woody,33,27,350,516.5,494,539,44908.24249,44860.12409,44860.12409
33,LATR,Woody,33,7,259,262,254,270,4399.26771,5055.400158,5055.400158
33,LATR,Woody,33,16,290,388.5,335,442,17381.86837,18123.51958,18123.51958
33,LATR,Woody,33,7,212,180.5,177,184,2632.890023,2973.023466,2973.023466
33,LATR,Woody,33,18,184,306.5,359,254,12787.31461,12278.27127,12278.27127
33,LATR,Woody,33,11.5,301,323.5,310,337,9988.459726,10997.36409,10997.36409
33,LATR,Woody,33,9.5,100,181,204,158,2866.787824,2737.090714,2737.090714
33,LATR,Woody,33,4.5,104,83.5,77,90,522.7018177,569.5648038,569.5648038
33,LATR,Woody,33,9.5,304,202.5,220,185,4660.802488,5375.579942,5375.579942
33,LATR,Woody,33,17,325,428,397,459,21575.94583,22680.48256,22680.48256
33,LATR,Woody,33,9,229,360,232,488,8074.97301,8683.640435,8683.640435
33,LATR,Woody,33,4.5,265,294.5,321,268,3218.995598,3893.346838,3893.346838
33,LATR,Woody,33,96.5,288,433.5,387,480,129040.6707,107920.9109,107920.9109
33,LATR,Woody,33,37.5,305,471,500,442,54189.76384,51036.80535,51036.80535
33,LATR,Woody,33,62,351,576,591,561,122048.4323,109909.6184,109909.6184
33,LATR,Woody,33,7.5,251,207.5,247,168,3531.457691,4046.908964,4046.908964
33,LATR,Woody,33,5,159,127.5,134,121,1112.265365,1263.682211,1263.682211
33,LATR,Woody,33,18,274,308.5,333,284,14611.22116,15035.6543,15035.6543
33,LATR,Woody,33,5.5,219,244,212,276,2977.268043,3430.810957,3430.810957
33,LATR,Woody,33,14.5,321,349.5,265,434,14252.21561,15380.90217,15380.90217
33,LATR,Woody,33,13,167,244.5,262,227,6721.790976,6667.011475,6667.011475
33,LATR,Woody,33,12,295,313.5,235,392,9989.533087,10920.52999,10920.52999
33,LATR,Woody,33,5,208,151,169,133,1485.070618,1754.345126,1754.345126
33,LATR,Woody,33,5.5,234,123,141,105,1328.6534,1599.395783,1599.395783
33,LATR,Woody,33,7,277,220.5,213,228,3648.187257,4276.210352,4276.210352
33,LATR,Woody,33,1,42,40,40,40,33.61684993,38.715362,38.715362
33,LATR,Woody,33,6.5,221,200,195,205,2795.029583,3191.939597,3191.939597
33,LATR,Woody,33,8.5,258,309,300,318,6567.448889,7312.587365,7312.587365
33,LATR,Woody,33,22,301,564,549,579,38466.2138,38192.76611,38192.76611
33,LATR,Woody,33,8,323,251,306,196,5147.360335,6062.817337,6062.817337
33,LATR,Woody,33,3,122,103.5,97,110,466.7674308,543.398233,543.398233
33,LATR,Woody,33,1,30,26,23,29,17.96549413,19.90691912,19.90691912
33,LATR,Woody,33,13,238,309.5,312,307,9992.734854,10428.25846,10428.25846
33,LATR,Woody,33,9,248,231,196,266,4844.032679,5393.167298,5393.167298
33,LATR,Woody,33,8,115,243,236,250,3574.825193,3520.893042,3520.893042
33,LATR,Woody,33,29,209,298,294,302,21159.83644,19652.69347,19652.69347
33,LATR,Woody,33,14,253,306.5,315,298,10877.01245,11377.22567,11377.22567
33,LATR,Woody,33,9.5,300,293,256,330,7253.082856,8202.846076,8202.846076
33,LATR,Woody,33,4.5,162,154.5,152,157,1264.259603,1446.201157,1446.201157
33,LATR,Woody,33,10,247,324,339,309,8127.085207,8788.743017,8788.743017
33,LATR,Woody,33,11.5,187,230.5,205,256,5707.941901,5875.617299,5875.617299
33,LATR,Woody,33,2,113,114,127,101,335.4570828,402.5885895,402.5885895
33,LATR,Woody,33,10,193,226,217,235,4865.635487,5125.60311,5125.60311
33,LATR,Woody,33,10,151,206,176,236,4026.502385,4081.313845,4081.313845
33,LATR,Woody,33,10,213,271.5,261,282,6264.613589,6656.528865,6656.528865
33,LATR,Woody,33,6.5,296,259,289,229,4188.304827,4972.954795,4972.954795
33,LATR,Woody,33,11.5,252,274.5,240,309,7744.38016,8329.879089,8329.879089
33,LATR,Woody,33,4,154,124.5,145,104,847.717337,984.6707152,984.6707152
33,LATR,Woody,33,17.5,312,240.5,251,230,10940.18486,11690.66323,11690.66323
33,LATR,Woody,33,3.5,148,140,158,122,839.2606459,978.2406545,978.2406545
33,LATR,Woody,33,15,382,453,466,440,21339.03211,23358.26074,23358.26074
33,LATR,Woody,33,10.5,190,284,268,300,6713.9992,6937.836492,6937.836492
33,LATR,Woody,33,10.5,430,228.5,253,204,6678.029531,8040.488149,8040.488149
33,LATR,Woody,33,32,273,352.5,373,332,31247.02889,29817.59845,29817.59845
33,LATR,Woody,33,40,146,225.5,242,209,18871.50378,16051.94339,16051.94339
33,LATR,Woody,33,20.5,243,266.5,242,291,13501.13467,13487.86649,13487.86649
33,LATR,Woody,33,30.5,278,416,393,439,36514.60909,34883.65234,34883.65234
33,LATR,Woody,33,67,250,429.5,397,462,83408.75319,71109.69716,71109.69716
33,LATR,Woody,33,8.5,254,278.5,328,229,5763.953442,6431.675939,6431.675939
33,LATR,Woody,33,12.5,187,305,303,307,8734.266965,8785.882608,8785.882608
33,LATR,Woody,33,45,278,458,472,444,61537.4848,55873.52993,55873.52993
33,LATR,Woody,33,39,283,342.5,372,313,37518.77623,35236.11372,35236.11372
33,LATR,Woody,33,9,173,211,226,196,3876.112701,4069.611672,4069.611672
33,LATR,Woody,33,10,157,185,179,191,3579.603944,3671.565655,3671.565655
33,LATR,Woody,33,6,194,231,256,206,2937.075275,3287.819739,3287.819739
33,LATR,Woody,33,13.5,288,411,429,393,15549.87711,16481.48826,16481.48826
33,LATR,Woody,33,67.5,269,454.5,451,458,92107.50298,79256.24214,79256.24214
33,LATR,Woody,33,8.5,321,459,448,470,11349.08046,12887.19547,12887.19547
33,LATR,Woody,33,14,304,439,427,451,17790.5146,18894.54324,18894.54324
33,LATR,Woody,33,50,289,329,360,298,46620.24818,42742.84336,42742.84336
33,LATR,Woody,33,20,273,475,451,499,27441.79381,27310.81318,27310.81318
33,LATR,Woody,33,15,344,454.5,470,439,20728.61236,22275.08195,22275.08195
33,LATR,Woody,33,38.5,275,434,427,441,48835.40443,45201.01562,45201.01562
33,LATR,Woody,33,3,137,79,70,88,349.3106119,420.2658286,420.2658286
33,LATR,Woody,33,28,359,632.5,607,658,60062.17575,59436.9304,59436.9304
33,LATR,Woody,33,3.5,170,113,110,116,676.743581,816.2953582,816.2953582
33,LATR,Woody,33,29.5,219,409,345,473,32048.85536,29508.03305,29508.03305
33,LATR,Woody,33,83.5,218,268,229,307,56845.09207,47121.70499,47121.70499
33,LATR,Woody,33,43,265,367.5,383,352,44305.72403,40525.25979,40525.25979
33,LATR,Woody,33,7.5,169,263.5,240,287,4161.070228,4400.503378,4400.503378
33,LATR,Woody,33,23,203,380,440,320,22084.08481,20741.06051,20741.06051
33,LATR,Woody,33,5,239,249,328,170,2839.522447,3357.182878,3357.182878
33,LATR,Woody,33,118,261,489.5,486,493,178704.1408,142613.7899,142613.7899
33,LATR,Woody,33,7.5,235,449,454,444,8790.646002,9604.732432,9604.732432
33,LATR,Woody,33,9.5,253,214.5,187,242,4715.647237,5252.935117,5252.935117
33,LATR,Woody,33,8.5,291,306,306,306,6741.381577,7669.263072,7669.263072
33,LATR,Woody,33,6,237,296.5,308,285,4229.76673,4846.391844,4846.391844
33,LATR,Woody,33,5,268,155,178,132,1660.172331,2047.471521,2047.471521
33,LATR,Woody,33,63.5,252,412.5,421,404,75301.2664,64822.07806,64822.07806
33,LATR,Woody,33,9.5,210,234,227,241,4939.815543,5304.785899,5304.785899
33,LATR,Woody,33,6,218,215,220,210,2793.881287,3202.658534,3202.658534
33,LATR,Woody,33,8,264,365.5,358,373,7606.833704,8498.518882,8498.518882
33,LATR,Woody,33,9.5,249,302,299,305,7094.144921,7755.141906,7755.141906
33,LATR,Woody,33,10.5,317,263.5,223,304,7206.354921,8171.814148,8171.814148
33,LATR,Woody,33,9.5,324,384.5,400,369,10319.95474,11679.60649,11679.60649
33,LATR,Woody,33,11.5,282,282,331,233,8289.451041,9081.609276,9081.609276
33,LATR,Woody,33,2,143,84.5,67,102,251.6015061,319.0767319,319.0767319
33,LATR,Woody,33,87,505,703,671,735,247942.9451,226393.6839,226393.6839
33,LATR,Woody,33,3,190,279,219,339,1778.810712,2135.885479,2135.885479
33,LATR,Woody,33,5.5,292,274.5,280,269,3758.369677,4529.05453,4529.05453
33,LATR,Woody,33,4,182,188.5,182,195,1474.999196,1730.075465,1730.075465
33,LATR,Woody,33,3.5,199,241.5,252,231,1780.523684,2130.421739,2130.421739
33,LATR,Woody,33,5.5,208,176.5,174,179,1980.676501,2296.533457,2296.533457
33,LATR,Woody,33,7,277,280,316,244,4869.060846,5643.724264,5643.724264
33,LATR,Woody,33,5,186,136.5,100,173,1269.018078,1477.095846,1477.095846
33,LATR,Woody,33,13.5,184,273,247,299,8235.890005,8228.381973,8228.381973
33,LATR,Woody,33,11.5,334,316.5,327,306,10052.0634,11281.923,11281.923
33,LATR,Woody,33,5.5,205,186,178,194,2100.57342,2423.416291,2423.416291
33,LATR,Woody,33,10.5,148,252,166,338,5371.030917,5342.939409,5342.939409
33,LATR,Woody,33,10,268,257,254,260,6302.677706,6989.114666,6989.114666
33,LATR,Woody,33,16,309,305,319,291,13237.06791,14114.86578,14114.86578
33,LATR,Woody,33,6.5,271,303,275,331,4923.844278,5714.6929,5714.6929
33,LATR,Woody,33,18.5,275,236.5,223,250,10917.47194,11345.52203,11345.52203
33,LATR,Woody,33,12,218,291,356,226,8299.759274,8636.361683,8636.361683
34,LYBE,Woody,34,13,159,193,156,230,4973.25722,3193.710253,3193.710253
34,LYBE,Woody,34,4,127,75.5,71,80,435.8978071,351.7945876,351.7945876
34,LYBE,Woody,34,8,135,124.5,125,124,1675.876091,1136.246736,1136.246736
34,LYBE,Woody,34,8.5,112,162.5,140,185,2322.388452,1199.383761,1199.383761
34,LYBE,Woody,34,3.5,103,140,180,100,748.6690389,392.9257099,392.9257099
34,LYBE,Woody,34,3,117,97,91,103,425.9272484,291.4677282,291.4677282
34,LYBE,Woody,34,3.5,119,139,157,121,776.7634235,462.9739363,462.9739363
34,LYBE,Woody,34,2.5,118,62,80,44,205.5988281,171.3335835,171.3335835
34,LYBE,Woody,34,7.5,146,169.5,176,163,2331.561841,1492.316196,1492.316196
34,LYBE,Woody,34,8,157,140,137,143,2025.255853,1489.927079,1489.927079
34,LYBE,Woody,34,9,177,112.5,115,110,1825.919425,1623.727565,1623.727565
34,LYBE,Woody,34,8.5,172,195.5,172,219,3324.05874,2301.35777,2301.35777
34,LYBE,Woody,34,3.5,135,99,118,80,536.3686029,409.7567319,409.7567319
34,LYBE,Woody,34,3,105,117.5,81,154,518.9704711,299.0127051,299.0127051
34,LYBE,Woody,34,8,187,107.5,130,85,1555.200281,1482.628015,1482.628015
34,LYBE,Woody,34,7.5,167,159,142,176,2251.534478,1660.913305,1660.913305
34,LYBE,Woody,34,12,212,227.5,223,232,6110.221466,4708.598229,4708.598229
34,LYBE,Woody,34,13.5,228,261.5,270,253,8365.030962,6457.348517,6457.348517
34,LYBE,Woody,34,4.5,185,233,223,243,2165.767436,1514.131162,1514.131162
34,LYBE,Woody,34,4,115,171.5,164,179,1138.58534,601.9341117,601.9341117
34,LYBE,Woody,34,6.5,243,207.5,202,213,3010.878334,2760.854201,2760.854201
37,MAMI,Succulent,37,NA,5,5,5,5,NA,4.373421098,4.373421098
37,MAMI,Succulent,37,NA,7,6,6,6,NA,11.059784,11.059784
37,MAMI,Succulent,37,NA,9,6,6,6,NA,16.13146028,16.13146028
37,MAMI,Succulent,37,NA,8,7,7,7,NA,19.317571,19.317571
37,MAMI,Succulent,37,NA,13,6.5,6,7,NA,33.73428947,33.73428947
37,MAMI,Succulent,37,NA,9,7.5,7,8,NA,27.05206401,27.05206401
37,MAMI,Succulent,37,NA,10,7,7,7,NA,27.00873807,27.00873807
NA,MESC,Woody,Woody,2.5,23,22,20,24,35.116319,NA,35.116319
NA,MESC,Woody,Woody,2.5,46,36.5,39,34,80.54780203,NA,80.54780203
NA,MESC,Woody,Woody,5.5,17,25.5,23,28,86.85759903,NA,86.85759903
NA,MESC,Woody,Woody,7,33,30.5,23,38,170.9213539,NA,170.9213539
NA,MESC,Woody,Woody,11.5,41,47,50,44,517.999814,NA,517.999814
NA,MESC,Woody,Woody,6,31,37,47,27,180.2151461,NA,180.2151461
NA,MESC,Woody,Woody,5,22,15.5,17,14,46.736293,NA,46.736293
NA,MESC,Woody,Woody,1,58,14,15,13,10.46630642,NA,10.46630642
NA,MESC,Woody,Woody,1,54,20,21,19,15.74684295,NA,15.74684295
NA,MESC,Woody,Woody,1.5,53,53,61,45,77.58172407,NA,77.58172407
NA,MESC,Woody,Woody,2.5,24,22.5,20,25,36.57016612,NA,36.57016612
NA,MESC,Woody,Woody,1.5,13,15.5,15,16,11.27794092,NA,11.27794092
NA,MESC,Woody,Woody,3.5,31,26.5,32,21,68.62033744,NA,68.62033744
NA,MESC,Woody,Woody,5,32,32.5,24,41,128.6728092,NA,128.6728092
NA,MESC,Woody,Woody,1.5,21,17,18,16,14.66687204,NA,14.66687204
NA,MESC,Woody,Woody,3,23,21.5,21,22,41.30856515,NA,41.30856515
NA,MESC,Woody,Woody,3,34,24,24,24,53.36527721,NA,53.36527721
NA,MESC,Woody,Woody,1,45,31,30,32,25.2484086,NA,25.2484086
NA,MESC,Woody,Woody,1.5,71,52.5,39,66,84.10063897,NA,84.10063897
41,OPAC,Succulent,41,8,131,103,94,112,2228.64188,1700.380631,1700.380631
41,OPAC,Succulent,41,11,205,253.5,245,262,6413.966135,9948.259246,9948.259246
41,OPAC,Succulent,41,6.5,197,195,157,233,2653.63719,5208.901896,5208.901896
41,OPAC,Succulent,41,11,161,219,236,202,5438.984958,6992.116179,6992.116179
41,OPAC,Succulent,41,2,80,25,23,27,132.0128359,81.77879269,81.77879269
41,OPAC,Succulent,41,13,131,151,159,143,5307.519736,3773.27433,3773.27433
41,OPAC,Succulent,41,16,220,308.5,303,314,12282.0416,16359.66521,16359.66521
41,OPAC,Succulent,41,5.5,159,100.5,96,105,1401.825194,1548.833186,1548.833186
41,OPAC,Succulent,41,5.5,149,111,104,118,1433.676982,1748.798637,1748.798637
41,OPAC,Succulent,41,3,97,60.5,66,55,385.5374218,423.5682756,423.5682756
41,OPAC,Succulent,41,1,48,31,41,21,45.19644861,65.9866789,65.9866789
41,OPAC,Succulent,41,3.5,101,62.5,68,57,494.28363,484.9171126,484.9171126
41,OPAC,Succulent,41,36.5,106,237.5,236,239,25993.04432,10502.35626,10502.35626
41,OPAC,Succulent,41,3,105,51,50,52,366.262273,338.0780907,338.0780907
41,OPAC,Succulent,41,12.5,209,256.5,222,291,7780.815501,10789.244,10789.244
41,OPAC,Succulent,41,14.5,150,151.5,168,135,6536.388109,4254.871231,4254.871231
41,OPAC,Succulent,41,5.5,137,105.5,108,103,1353.847042,1547.156371,1547.156371
41,OPAC,Succulent,41,3.5,137,64,74,54,563.2296915,588.8167814,588.8167814
41,OPAC,Succulent,41,3.5,123,78,98,58,593.9677325,758.194235,758.194235
41,OPAC,Succulent,41,4,136,111.5,102,121,885.5062151,1472.874377,1472.874377
41,OPAC,Succulent,41,5,135,148.5,145,152,1387.725706,2515.299954,2515.299954
41,OPAC,Succulent,41,2.5,104,39.5,33,46,249.6047084,209.4785913,209.4785913
41,OPAC,Succulent,41,11.5,237,239.5,227,252,7031.44177,9994.041946,9994.041946
41,OPAC,Succulent,41,5.5,171,194,203,185,1979.716663,4483.131204,4483.131204
41,OPAC,Succulent,41,5.5,123,97.5,94,101,1249.620616,1294.22381,1294.22381
41,OPAC,Succulent,41,9.5,159,197.5,179,216,4189.383436,5565.798178,5565.798178
41,OPAC,Succulent,41,1,68,15,11,19,36.50882768,25.4656112,25.4656112
41,OPAC,Succulent,41,4.5,124,78,70,86,848.7729196,844.7267503,844.7267503
41,OPAC,Succulent,41,5.5,173,108,112,104,1499.932224,1809.784678,1809.784678
41,OPAC,Succulent,41,1.5,76,21,29,13,79.35123999,53.8840853,53.8840853
41,OPAC,Succulent,41,1,69,15.5,19,12,37.30216154,27.00365379,27.00365379
41,OPAC,Succulent,41,4,120,71,66,76,678.4948072,683.2289913,683.2289913
41,OPAC,Succulent,41,7,187,165.5,142,189,2666.869132,4048.884374,4048.884374
41,OPAC,Succulent,41,1,76,23,26,20,46.8466221,52.51113534,52.51113534
41,OPAC,Succulent,41,1,91,17.5,11,24,44.06507996,37.63144257,37.63144257
41,OPAC,Succulent,41,1,59,25.5,26,25,44.59438982,54.1280434,54.1280434
41,OPAC,Succulent,41,1,28,6,6,6,16.60115861,3.863072053,3.863072053
41,OPAC,Succulent,41,4.5,120,85.5,93,78,875.8448374,958.3670019,958.3670019
41,OPAC,Succulent,41,13,161,178.5,208,149,6235.729843,5447.038241,5447.038241
41,OPAC,Succulent,41,4.5,150,111.5,130,93,1086.016063,1626.486117,1626.486117
41,OPAC,Succulent,41,10.5,178,180.5,169,192,4826.997011,5343.569438,5343.569438
41,OPAC,Succulent,41,10.5,201,232.5,263,202,5718.120983,8441.83848,8441.83848
41,OPAC,Succulent,41,7,178,83.5,80,87,1881.67142,1358.673918,1358.673918
41,OPAC,Succulent,41,4.5,128,103,122,84,982.4916491,1324.506386,1324.506386
41,OPAC,Succulent,41,2,71,18,13,23,107.5599517,46.07984414,46.07984414
41,OPAC,Succulent,41,11.5,246,302,291,313,7977.514612,14624.21625,14624.21625
41,OPAC,Succulent,41,8,165,98.5,84,113,2387.073009,1786.339207,1786.339207
41,OPAC,Succulent,41,1,66,27.5,24,31,48.31747208,64.51278153,64.51278153
41,OPAC,Succulent,41,4.5,134,100,104,96,986.1037952,1295.084407,1295.084407
41,OPAC,Succulent,41,7.5,112,56.5,52,61,1433.473601,598.8567624,598.8567624
41,OPAC,Succulent,41,24.5,318,372,406,338,28279.08221,31585.36947,31585.36947
44,OPEN,Succulent,44,13,103,201,193,209,5544.920416,15230.57083,15230.57083
44,OPEN,Succulent,44,15,86,111,139,83,4748.756556,4779.273069,4779.273069
44,OPEN,Succulent,44,10.5,71,99.5,102,97,2529.8679,3196.954038,3196.954038
44,OPEN,Succulent,44,18.5,88,130.5,121,140,6959.138417,7865.188393,7865.188393
44,OPEN,Succulent,44,4.5,49,44,39,49,448.1729695,337.0211278,337.0211278
44,OPEN,Succulent,44,12.5,103,123,132,114,4141.879505,4892.841096,4892.841096
44,OPEN,Succulent,44,9.5,60,67,74,60,1700.671634,1321.74411,1321.74411
44,OPEN,Succulent,44,5,31,46,36,56,444.0632842,495.0339691,495.0339691
44,OPEN,Succulent,44,30.5,101,163.5,187,140,16548.88839,17279.47012,17279.47012
44,OPEN,Succulent,44,36.5,89,131.5,150,113,18261.7875,12670.06711,12670.06711
44,OPEN,Succulent,44,16,124,193,195,191,7831.568987,14697.71931,14697.71931
44,OPEN,Succulent,44,4.5,61,50.5,37,64,521.731186,415.6019916,415.6019916
44,OPEN,Succulent,44,14.5,94,103,91,115,4521.746572,3784.964408,3784.964408
44,OPEN,Succulent,44,8,96,110,121,99,2037.167258,2894.890304,2894.890304
44,OPEN,Succulent,44,8.5,62,72.5,54,91,1529.972258,1441.653161,1441.653161
44,OPEN,Succulent,44,14.5,52,55.5,45,66,2663.668105,1232.882208,1232.882208
44,OPEN,Succulent,44,5,105,95.5,92,99,1016.980146,1463.537551,1463.537551
44,OPEN,Succulent,44,11.5,66,120.5,113,128,3064.595391,5422.409927,5422.409927
44,OPEN,Succulent,44,21,67,142.5,137,148,7801.355748,11870.06561,11870.06561
44,OPEN,Succulent,44,7.5,55,76.5,55,98,1256.188962,1579.185419,1579.185419
44,OPEN,Succulent,44,20,106,115,146,84,7858.981938,5720.914286,5720.914286
44,OPEN,Succulent,44,11.5,93,98.5,93,104,3179.973084,2934.665237,2934.665237
44,OPEN,Succulent,44,2.5,39,24,25,23,133.8294686,63.78282085,63.78282085
44,OPEN,Succulent,44,16.5,105,134,147,121,6428.674921,7114.45546,7114.45546
44,OPEN,Succulent,44,3,47,38,28,48,232.1706885,187.0092944,187.0092944
44,OPEN,Succulent,44,25.5,127,147.5,159,136,13385.73565,10896.72143,10896.72143
46,OPLE,Succulent,46,1,31,51.5,58,45,48.64661082,47.57234798,47.57234798
46,OPLE,Succulent,46,1.25,41,30.5,23,38,57.726723,53.07016184,53.07016184
46,OPLE,Succulent,46,1,24,30.5,31,30,34.20141775,24.97461396,24.97461396
46,OPLE,Succulent,46,1,38,17,20,14,30.88849238,25.86679495,25.86679495
46,OPLE,Succulent,46,1.5,57,84.5,88,81,138.645712,186.3688288,186.3688288
46,OPLE,Succulent,46,1,50,52.5,90,15,59.18610249,78.27381445,78.27381445
46,OPLE,Succulent,46,1,39,30.5,31,30,41.3482713,40.82262435,40.82262435
46,OPLE,Succulent,46,1,54,39,39,39,52.85830496,67.99516817,67.99516817
46,OPLE,Succulent,46,1,49,55.5,40,71,60.31327049,79.88956004,79.88956004
46,OPLE,Succulent,46,1,62,42.5,40,45,58.14852331,83.30253284,83.30253284
46,OPLE,Succulent,46,1,72,46,35,57,64.04316795,102.7228082,102.7228082
46,OPLE,Succulent,46,2,94,55.5,28,83,206.4382095,298.20823,298.20823
46,OPLE,Succulent,46,1,70,42.5,41,44,60.97323953,94.18932082,94.18932082
46,OPLE,Succulent,46,1,46,35,39,31,47.12622785,53.38609869,53.38609869
46,OPLE,Succulent,46,2,50,42.5,34,51,141.8456383,129.3555377,129.3555377
46,OPLE,Succulent,46,1,65,30.5,36,25,50.48568047,68.45912637,68.45912637
46,OPLE,Succulent,46,1,55,15.5,18,13,34.13815322,35.13591365,35.13591365
46,OPLE,Succulent,46,8.25,58,55,48,62,1251.215639,697.319242,697.319242
46,OPLE,Succulent,46,6,76,75.5,34,117,1034.590622,855.4570544,855.4570544
46,OPLE,Succulent,46,2.25,98,119,139,99,357.6056874,609.6232583,609.6232583
46,OPLE,Succulent,46,2.25,58,53,63,43,197.3333576,197.7440837,197.7440837
46,OPLE,Succulent,46,2,19,24.5,24,25,74.53586396,32.39731733,32.39731733
46,OPLE,Succulent,46,1,27,10.5,9,12,21.42935875,12.84075546,12.84075546
46,OPLE,Succulent,46,1,35,17.5,26,9,30.33191622,24.31399431,24.31399431
46,OPLE,Succulent,46,1,56,16.5,26,7,35.43029598,37.46668325,37.46668325
46,OPLE,Succulent,46,1.5,38,23,21,25,63.22971597,47.47078479,47.47078479
46,OPLE,Succulent,46,1.5,44,36.5,38,35,83.63657551,77.34054403,77.34054403
46,OPLE,Succulent,46,1,61,23.5,21,26,43.43661221,52.99285386,52.99285386
46,OPLE,Succulent,46,2,36,42.5,50,35,124.7537397,92.76688495,92.76688495
46,OPLE,Succulent,46,2.5,14,15.5,15,16,72.64440142,20.98838554,20.98838554
46,OPLE,Succulent,46,1,38,28.5,21,36,39.61530129,37.8281858,37.8281858
46,OPLE,Succulent,46,1,30,15.5,18,13,26.93708506,19.02513661,19.02513661
46,OPLE,Succulent,46,1,74,18.5,14,23,41.7459561,54.03859404,54.03859404
46,OPLE,Succulent,46,1,47,35.5,27,44,47.84978695,55.13315355,55.13315355
46,OPLE,Succulent,46,2,30,20,11,29,80.80778414,44.30357767,44.30357767
46,OPLE,Succulent,46,1,96,23.5,13,34,51.85989359,83.85699813,83.85699813
46,OPLE,Succulent,46,1.5,74,47.5,44,51,116.3421893,158.8811362,158.8811362
46,OPLE,Succulent,46,1,70,25,33,17,47.22347892,63.74938549,63.74938549
46,OPLE,Succulent,46,1,65,28.5,27,30,48.86333084,65.12733682,65.12733682
46,OPLE,Succulent,46,1.5,28,15.5,16,15,46.40251833,26.06832664,26.06832664
46,OPLE,Succulent,46,1.5,51,36,46,26,88.01811259,88.89821944,88.89821944
46,OPLE,Succulent,46,1,33,13,11,15,25.6886631,18.40886814,18.40886814
46,OPLE,Succulent,46,4,57,31.5,24,39,342.9297532,228.7524006,228.7524006
46,OPLE,Succulent,46,1,104,87.5,91,84,100.7804236,239.1793303,239.1793303
46,OPLE,Succulent,46,2,78,77,99,55,224.6975878,314.1319432,314.1319432
46,OPLE,Succulent,46,1.5,37,49.5,50,49,90.51153411,81.20445724,81.20445724
46,OPLE,Succulent,46,1,27,15.5,16,15,25.85032573,17.1008297,17.1008297
46,OPLE,Succulent,46,1.5,97,80.5,88,73,166.7290145,308.0123885,308.0123885
46,OPLE,Succulent,46,1,122,72,96,48,97.65492644,243.5555755,243.5555755
46,OPLE,Succulent,46,1,41,52.5,47,58,54.76882092,64.03074317,64.03074317
46,OPLE,Succulent,46,1.5,95,93.5,63,124,177.7401021,336.6963063,336.6963063
46,OPLE,Succulent,46,1,71,38,33,43,58.09507902,87.99961812,87.99961812
46,OPLE,Succulent,46,1.5,18,15.5,18,13,39.04289311,16.66894592,16.66894592
46,OPLE,Succulent,46,1,13,26,21,31,24.92212175,11.9402515,11.9402515
46,OPLE,Succulent,46,1,58,18.5,13,24,37.9542504,42.23002821,42.23002821
46,OPLE,Succulent,46,2.5,83,87.5,76,99,335.2061362,454.1818798,454.1818798
46,OPLE,Succulent,46,1.5,107,94.5,121,68,187.1552995,382.755776,382.755776
46,OPLE,Succulent,46,2.5,52,42.5,46,39,197.1986866,166.3381871,166.3381871
46,OPLE,Succulent,46,2,64,81,109,53,213.1132042,266.8939063,266.8939063
46,OPLE,Succulent,46,1,59,75,56,94,74.97458417,120.3145877,120.3145877
46,OPLE,Succulent,46,1,29,39,42,36,41.45566051,36.24253879,36.24253879
46,OPLE,Succulent,46,1,19,13,16,10,20.70283394,10.52854972,10.52854972
46,OPLE,Succulent,46,1,41,55.5,49,62,56.2543184,66.70249148,66.70249148
46,OPLE,Succulent,46,1,85,59.5,59,60,77.35172255,146.8379493,146.8379493
46,OPLE,Succulent,46,1,30,16.5,15,18,27.76046757,19.92057418,19.92057418
46,OPLE,Succulent,46,2,49,65.5,58,73,173.322114,174.2189163,174.2189163
46,OPLE,Succulent,46,1.5,65,49,34,64,112.2606354,142.5627475,142.5627475
46,OPLE,Succulent,46,1.5,96,75.5,53,98,161.0054007,290.7546782,290.7546782
46,OPLE,Succulent,46,1,91,48,56,40,71.63539948,134.339032,134.339032
46,OPLE,Succulent,46,1,64,71.5,79,64,75.63568593,126.1261326,126.1261326
46,OPLE,Succulent,46,2,54,39.5,42,37,141.1137413,132.5029979,132.5029979
46,OPLE,Succulent,46,3,118,101.5,126,77,534.0109946,859.8867467,859.8867467
46,OPLE,Succulent,46,1,30,29,35,23,36.42288089,30.1625832,30.1625832
46,OPLE,Succulent,46,1,91,55,58,52,76.48914955,148.4888564,148.4888564
46,OPLE,Succulent,46,1.5,118,79.5,104,55,178.9215302,372.1462918,372.1462918
